ลำดับ,จังหวัดภูมิลำเนา,จังหวัดสถานที่ติดต่อได้,จังหวัดสถานที่ทำงาน,สถานะใบอนุญาต
13822,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13823,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
13824,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13825,กรุงเทพมหานคร,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
13826,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13827,เชียงราย,เชียงราย,เชียงราย,ปกติ
13828,น่าน,น่าน,น่าน,ปกติ
13829,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
13830,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
13831,แพร่,แพร่,น่าน,ปกติ
13832,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13833,ลำพูน,ลำพูน,,ปกติ
13834,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13835,กรุงเทพมหานคร,ปทุมธานี,ปทุมธานี,ปกติ
13836,เชียงใหม่,แม่ฮ่องสอน,แม่ฮ่องสอน,ปกติ
13837,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13838,น่าน,น่าน,น่าน,ปกติ
13839,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
13840,เชียงใหม่,เชียงราย,เชียงราย,ปกติ
13841,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
13842,ชลบุรี,เชียงใหม่,,ปกติ
13843,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
13844,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13845,ลำปาง,ลำปาง,ลำปาง,ปกติ
13846,เชียงใหม่,เชียงใหม่,ลำพูน,ปกติ
13847,ปทุมธานี,ปทุมธานี,กำแพงเพชร,ปกติ
13848,ลำปาง,ลำปาง,ลำปาง,ปกติ
13849,ปราจีนบุรี,ปราจีนบุรี,ปราจีนบุรี,ปกติ
13850,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
13851,พิจิตร,พิจิตร,พิจิตร,ปกติ
13852,กรุงเทพมหานคร,ชลบุรี,ชลบุรี,ปกติ
13853,กรุงเทพมหานคร,กรุงเทพมหานคร,นนทบุรี,ปกติ
13854,นครสวรรค์,นครสวรรค์,นครสวรรค์,ปกติ
13855,เชียงใหม่,เชียงใหม่,แม่ฮ่องสอน,ปกติ
13856,ศรีสะเกษ,ศรีสะเกษ,ศรีสะเกษ,ปกติ
13857,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13858,เชียงราย,เชียงราย,เชียงราย,ปกติ
13859,ลำพูน,ลำพูน,เชียงใหม่,ปกติ
13860,สุโขทัย,เชียงราย,เชียงราย,ปกติ
13861,กรุงเทพมหานคร,นครสวรรค์,นครสวรรค์,ปกติ
13862,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13863,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13864,ปทุมธานี,ปทุมธานี,พระนครศรีอยุธยา,ปกติ
13865,นครปฐม,นครปฐม,นครปฐม,ปกติ
13866,กรุงเทพมหานคร,สมุทรสาคร,นครปฐม,ปกติ
13867,ชลบุรี,เชียงใหม่,ชลบุรี,ปกติ
13868,ลพบุรี,ลพบุรี,ลพบุรี,ปกติ
13869,กรุงเทพมหานคร,ลำปาง,ลำปาง,ปกติ
13870,ลำพูน,ลำพูน,ลำพูน,ปกติ
13871,,กรุงเทพมหานคร,,ปกติ
13872,แพร่,แพร่,แพร่,ปกติ
13873,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
13874,เชียงใหม่,เชียงใหม่,,ปกติ
13875,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13876,กำแพงเพชร,กำแพงเพชร,กำแพงเพชร,ปกติ
13877,พะเยา,พะเยา,เชียงราย,ปกติ
13878,ตาก,ตาก,ตาก,ปกติ
13879,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13880,ลำพูน,เชียงใหม่,เชียงใหม่,ปกติ
13881,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13882,น่าน,น่าน,น่าน,ปกติ
13883,ลำปาง,ลำปาง,ลำปาง,ปกติ
13884,แพร่,แพร่,แพร่,ปกติ
13885,เชียงใหม่,เชียงใหม่,,ปกติ
13886,ลำปาง,ลำปาง,ลำปาง,ปกติ
13887,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
13888,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
13889,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13890,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13891,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13892,เชียงใหม่,เชียงใหม่,แม่ฮ่องสอน,ปกติ
13893,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13894,เชียงใหม่,เชียงใหม่,กรุงเทพมหานคร,ปกติ
13895,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13896,,เชียงใหม่,,ปกติ
13897,,ชุมพร,พิจิตร,ปกติ
13898,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13899,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
13900,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
13901,ชัยนาท,ชัยนาท,ชัยนาท,ปกติ
13902,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13903,ชุมพร,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
13904,ลำปาง,ลำปาง,ลำปาง,ปกติ
13905,ลำปาง,ลำปาง,ลำปาง,ปกติ
13906,แพร่,พิษณุโลก,พิษณุโลก,ปกติ
13907,ลำพูน,ลำพูน,ลำพูน,ปกติ
13908,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13909,เชียงใหม่,เชียงราย,เชียงราย,ปกติ
13910,สุโขทัย,สุโขทัย,สุโขทัย,ปกติ
13911,,เชียงใหม่,เชียงใหม่,ปกติ
13912,ลำปาง,ลำปาง,กรุงเทพมหานคร,ปกติ
13913,ลพบุรี,ลพบุรี,พิจิตร,ปกติ
13914,พะเยา,พะเยา,พะเยา,ปกติ
13915,ลำปาง,ลำปาง,ลำปาง,ปกติ
13916,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13917,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13918,น่าน,น่าน,น่าน,ปกติ
13919,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
13920,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
13921,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
13922,พิษณุโลก,พิษณุโลก,สุโขทัย,ปกติ
13923,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13924,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13925,กาฬสินธุ์,กาฬสินธุ์,กาฬสินธุ์,ปกติ
13926,กรุงเทพมหานคร,กรุงเทพมหานคร,นครราชสีมา,ปกติ
13927,นครพนม,นครพนม,นครพนม,ปกติ
13928,ขอนแก่น,ขอนแก่น,อุดรธานี,ปกติ
13929,นครราชสีมา,อุดรธานี,อุดรธานี,ปกติ
13930,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13931,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
13932,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13933,มหาสารคาม,สกลนคร,มหาสารคาม,ปกติ
13934,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
13935,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
13936,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
13937,,นครราชสีมา,,ปกติ
13938,อำนาจเจริญ,อำนาจเจริญ,อำนาจเจริญ,ปกติ
13939,ศรีสะเกษ,ศรีสะเกษ,ศรีสะเกษ,ปกติ
13940,นครราชสีมา,ศรีสะเกษ,ศรีสะเกษ,ปกติ
13941,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13942,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
13943,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13944,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13945,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
13946,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13947,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
13948,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13949,กรุงเทพมหานคร,ขอนแก่น,ปทุมธานี,ปกติ
13950,,ราชบุรี,,ปกติ
13951,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13952,กระบี่,กระบี่,กระบี่,ปกติ
13953,กรุงเทพมหานคร,กรุงเทพมหานคร,ปทุมธานี,ปกติ
13954,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
13955,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
13956,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
13957,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
13958,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13959,นครราชสีมา,ศรีสะเกษ,ศรีสะเกษ,ปกติ
13960,สุรินทร์,สุรินทร์,สุรินทร์,ปกติ
13961,ชลบุรี,ชลบุรี,ระยอง,ปกติ
13962,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13963,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13964,,อุบลราชธานี,,ปกติ
13965,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
13966,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13967,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13968,,อุดรธานี,อุดรธานี,ปกติ
13969,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
13970,ยโสธร,ยโสธร,ยโสธร,ปกติ
13971,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13972,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13973,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13974,มุกดาหาร,มุกดาหาร,มุกดาหาร,ปกติ
13975,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13976,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
13977,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
13978,ขอนแก่น,มหาสารคาม,,ปกติ
13979,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
13980,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
13981,,อุบลราชธานี,,ปกติ
13982,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13983,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13984,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
13985,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
13986,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13987,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13988,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
13989,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
13990,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
13991,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13992,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13993,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
13994,หนองบัวลำภู,หนองบัวลำภู,,ปกติ
13995,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
13996,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
13997,ศรีสะเกษ,ศรีสะเกษ,ศรีสะเกษ,ปกติ
13998,บุรีรัมย์,บุรีรัมย์,บุรีรัมย์,ปกติ
13999,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
14000,ยโสธร,ยโสธร,ยโสธร,ปกติ
14001,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
14002,กรุงเทพมหานคร,กรุงเทพมหานคร,สมุทรสาคร,ปกติ
14003,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14004,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
14005,กาฬสินธุ์,กาฬสินธุ์,กาฬสินธุ์,ปกติ
14006,ขอนแก่น,ขอนแก่น,นครปฐม,ปกติ
14007,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
14008,ชัยภูมิ,ชัยภูมิ,ชัยภูมิ,ปกติ
14009,ระยอง,ระยอง,ระยอง,ปกติ
14010,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14011,สุโขทัย,สุโขทัย,สุโขทัย,ปกติ
14012,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
14013,เชียงราย,เชียงราย,เชียงราย,ปกติ
14014,สระแก้ว,สระแก้ว,สระแก้ว,ปกติ
14015,เลย,เลย,เลย,ปกติ
14016,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14017,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
14018,ตาก,ตาก,ตาก,ปกติ
14019,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14020,กรุงเทพมหานคร,ภูเก็ต,ภูเก็ต,ปกติ
14021,ตาก,นนทบุรี,ปทุมธานี,ปกติ
14022,สุราษฎร์ธานี,สุราษฎร์ธานี,,ปกติ
14023,กระบี่,กระบี่,กระบี่,ปกติ
14024,มุกดาหาร,มุกดาหาร,มุกดาหาร,ปกติ
14025,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
14026,กรุงเทพมหานคร,กรุงเทพมหานคร,ปทุมธานี,ปกติ
14027,พะเยา,พะเยา,พะเยา,ปกติ
14028,น่าน,น่าน,น่าน,ปกติ
14029,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
14030,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14031,จันทบุรี,จันทบุรี,จันทบุรี,ปกติ
14032,กรุงเทพมหานคร,ปทุมธานี,กรุงเทพมหานคร,ปกติ
14033,ชัยนาท,ชัยนาท,ชัยนาท,ปกติ
14034,ลำปาง,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14035,ราชบุรี,ราชบุรี,ชลบุรี,ปกติ
14036,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14037,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
14038,กรุงเทพมหานคร,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
14039,กรุงเทพมหานคร,ชลบุรี,ชลบุรี,ปกติ
14040,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
14041,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
14042,ปทุมธานี,นนทบุรี,นนทบุรี,ปกติ
14043,ราชบุรี,ราชบุรี,ราชบุรี,ปกติ
14044,สมุทรปราการ,ปราจีนบุรี,กรุงเทพมหานคร,ปกติ
14045,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
14046,กรุงเทพมหานคร,สมุทรสงคราม,สมุทรสงคราม,ปกติ
14047,กรุงเทพมหานคร,ประจวบคีรีขันธ์,,ปกติ
14048,กรุงเทพมหานคร,นนทบุรี,กรุงเทพมหานคร,ปกติ
14049,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14050,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14051,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14052,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14053,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14054,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
14055,,นนทบุรี,,ปกติ
14056,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14057,จันทบุรี,ระยอง,ระยอง,ปกติ
14058,ราชบุรี,ราชบุรี,นนทบุรี,ปกติ
14059,เชียงใหม่,เชียงใหม่,กรุงเทพมหานคร,ปกติ
14060,,ระยอง,ระยอง,ปกติ
14061,ชลบุรี,ระยอง,ชลบุรี,ปกติ
14062,นครปฐม,นครปฐม,นครปฐม,ปกติ
14063,นนทบุรี,นนทบุรี,,ปกติ
14064,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14065,,นนทบุรี,,ปกติ
14066,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14067,ลพบุรี,ลพบุรี,ลพบุรี,ปกติ
14068,น่าน,น่าน,น่าน,ปกติ
14069,เพชรบุรี,เพชรบุรี,เพชรบุรี,ปกติ
14070,กรุงเทพมหานคร,กรุงเทพมหานคร,ปทุมธานี,ปกติ
14071,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14072,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
14073,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
14074,แพร่,แพร่,แพร่,ปกติ
14075,นครปฐม,นครปฐม,นครปฐม,ปกติ
14076,นครปฐม,นครปฐม,นครปฐม,ปกติ
14077,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
14078,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14079,นนทบุรี,นนทบุรี,ปทุมธานี,ปกติ
14080,นครปฐม,นครปฐม,นครนายก,ปกติ
14081,พิษณุโลก,พิษณุโลก,,ปกติ
14082,พังงา,พังงา,พังงา,ปกติ
14083,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
14084,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
14085,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14086,ราชบุรี,ราชบุรี,ราชบุรี,ปกติ
14087,ชัยนาท,ชัยนาท,ชัยนาท,ปกติ
14088,กรุงเทพมหานคร,กรุงเทพมหานคร,นนทบุรี,ปกติ
14089,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14090,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
14091,สุพรรณบุรี,นนทบุรี,นนทบุรี,ปกติ
14092,ภูเก็ต,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
14093,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
14094,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
14095,กรุงเทพมหานคร,กรุงเทพมหานคร,กาญจนบุรี,ปกติ
14096,จันทบุรี,ระยอง,จันทบุรี,ปกติ
14097,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14098,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14099,ราชบุรี,ราชบุรี,ราชบุรี,ปกติ
14100,ราชบุรี,ราชบุรี,ราชบุรี,ปกติ
14101,เชียงใหม่                                  ,นนทบุรี,,ปกติ
14102,สระแก้ว,สระแก้ว,ภูเก็ต,ปกติ
14103,บุรีรัมย์,บุรีรัมย์,บุรีรัมย์,ปกติ
14104,เพชรบุรี,เพชรบุรี,เพชรบุรี,ปกติ
14105,เพชรบุรี,เพชรบุรี,,ปกติ
14106,นครปฐม,นครปฐม,นครปฐม,ปกติ
14107,ระยอง,ระยอง,ระยอง,ปกติ
14108,สมุทรสาคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14109,นครปฐม,นครปฐม,นครปฐม,ปกติ
14110,กรุงเทพมหานคร,นนทบุรี,นครปฐม,ปกติ
14111,นครปฐม,นครปฐม,นครปฐม,ปกติ
14112,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
14113,นครปฐม,ชลบุรี,ชลบุรี,ปกติ
14114,สมุทรสงคราม,สมุทรสงคราม,สุพรรณบุรี,ปกติ
14115,นครปฐม,นครปฐม,นครปฐม,ปกติ
14116,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14117,สระแก้ว,สระแก้ว,สระแก้ว,ปกติ
14118,สมุทรสาคร,สมุทรสาคร,นครปฐม,ปกติ
14119,นครปฐม,สมุทรสาคร,สมุทรสาคร,ปกติ
14120,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
14121,จันทบุรี,จันทบุรี,จันทบุรี,ปกติ
14122,กำแพงเพชร,กำแพงเพชร,กำแพงเพชร,ปกติ
14123,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
14124,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
14125,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14126,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14127,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14128,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14129,ระยอง,ระยอง,ระยอง,ปกติ
14130,นนทบุรี,นนทบุรี,นครปฐม,ปกติ
14131,กรุงเทพมหานคร,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
14132,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
14133,กรุงเทพมหานคร,สมุทรสาคร,สมุทรสาคร,ปกติ
14134,นครปฐม,นครปฐม,,ปกติ
14135,สมุทรสาคร,นนทบุรี,กรุงเทพมหานคร,ปกติ
14136,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14137,ชุมพร,ชุมพร,ชุมพร,ปกติ
14138,พัทลุง,พัทลุง,พัทลุง,ปกติ
14139,ลำปาง,ลำปาง,ลำปาง,ปกติ
14140,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
14141,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14142,พัทลุง,พัทลุง,สตูล,ปกติ
14143,ระยอง,ระยอง,ชลบุรี,ปกติ
14144,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
14145,ประจวบคีรีขันธ์,นครปฐม,ประจวบคีรีขันธ์,ปกติ
14146,นครศรีธรรมราช,กรุงเทพมหานคร,พระนครศรีอยุธยา,ปกติ
14147,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14148,กระบี่,นครปฐม,กรุงเทพมหานคร,ปกติ
14149,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
14150,ชลบุรี,ตรัง,ชลบุรี,ปกติ
14151,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14152,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
14153,ยโสธร,ยโสธร,ยโสธร,ปกติ
14154,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14155,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
14156,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
14157,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
14158,ศรีสะเกษ,ศรีสะเกษ,ศรีสะเกษ,ปกติ
14159,ศรีสะเกษ,ศรีสะเกษ,ศรีสะเกษ,ปกติ
14160,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
14161,สงขลา,สงขลา,สงขลา,ปกติ
14162,กาฬสินธุ์,กาฬสินธุ์,กาฬสินธุ์,ปกติ
14163,ขอนแก่น,ขอนแก่น,ขอนแก่น,ปกติ
14164,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
14165,ชุมพร,ชุมพร,ชุมพร,ปกติ
14166,ศรีสะเกษ,ศรีสะเกษ,ศรีสะเกษ,ปกติ
14167,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14168,สุรินทร์,สุรินทร์,สุรินทร์,ปกติ
14169,กรุงเทพมหานคร,นนทบุรี,นนทบุรี,ปกติ
14170,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
14171,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
14172,กาญจนบุรี,หนองคาย,,ปกติ
14173,นครพนม,นครพนม,นครพนม,ปกติ
14174,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
14175,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
14176,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14177,บุรีรัมย์,บุรีรัมย์,บุรีรัมย์,ปกติ
14178,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
14179,กำแพงเพชร,กำแพงเพชร,กำแพงเพชร,ปกติ
14180,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
14181,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
14182,มหาสารคาม,มหาสารคาม,มหาสารคาม,ปกติ
14183,มุกดาหาร,มุกดาหาร,มุกดาหาร,ปกติ
14184,น่าน,น่าน,น่าน,ปกติ
14185,พัทลุง,พัทลุง,พัทลุง,ปกติ
14186,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14187,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
14188,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14189,กรุงเทพมหานคร,สกลนคร,สกลนคร,ปกติ
14190,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
14191,สกลนคร,หนองบัวลำภู,สกลนคร,ปกติ
14192,ราชบุรี,ราชบุรี,ราชบุรี,ปกติ
14193,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14194,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
14195,สระบุรี,สระบุรี,สระบุรี,ปกติ
14196,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14197,ตรัง,ตรัง,ตรัง,ปกติ
14198,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
14199,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14200,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
14201,สิงห์บุรี,สิงห์บุรี,สิงห์บุรี,ปกติ
14202,ประจวบคีรีขันธ์,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14203,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
14204,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14205,นครปฐม,นครปฐม,นครปฐม,ปกติ
14206,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
14207,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
